"","eventID","eventID.temp","eventIDnew","response.eventID","event.start.ts","event.end.ts","event.dur","event.Q.tot.m3","event.baseflow.tot.m3","event.quickflow.tot.m3","rain.start.ts","rain.eventn","rain.mean","rain.peak.mm.h","rain.peak.ts","rain.tot.mm","rain.dur","init.rain.mean","init.rain.peak.mm.h","init.rain.peak.ts","init.rain.centroid.ts","init.rain.tot.mm","init.rain.dur","Q.response.start.ts","Q.response.end.ts","Q.response.dur","Q.response.tot.m3","Q.response.base.m3","Q.response.quick.m3","Q.nopeaks","Q.peak.m3.s","Q.peak.ts","Q.peak.rank","Q.QXX","lag.start.dur","lag.peak.dur","lag.peakinit.dur","rlimb.dur","flimb.dur","rlimb.rain","interevent.dur","interevent.rainfall.tot.mm","interevent.Q.median","anti.rain.mm3h","anti.rain.mm6h","anti.rain.mm12h","anti.rain.mm24h","anti.rain.mm5d","anti.rain.mm30d","Q.dur","quickflow.start.ts","quickflow.end.ts","quickflow.dur","check.outlier1","check.outlier2","check.outlier3","check.manual"
"34",31,34,31,NA,2016-01-17 20:00:00,2016-01-19 02:45:00,110700s (~1.28 days),44571.1838202,27060.7206133169,17510.4632068831,2016-01-17 20:00:00,3,0.43502105066129,4.436386824,2016-01-18 02:30:00,13.4856525705,68400s (~19 hours),0.832703418467742,4.436386824,2016-01-18 02:30:00,2016-01-18 01:30:00,12.90690298625,68400s (~19 hours),2016-01-17 21:00:00,2016-01-19 02:45:00,107100s (~1.24 days),43628.9288535,26237.4495923931,17391.4792611069,3,0.865373296,2016-01-18 06:45:00,0.899,"Q15",3600,15300,15300,35100s (~9.75 hours),72000s (~20 hours),12.38944700675,280800s (~3.25 days),3.6486635935,0.238642971,0.5354748605,1.30954956975,1.5838314125,1.61043597125,11.7564985915,159.421971814,110700,1453060800,1453171500,110700,NA,FALSE,FALSE,FALSE
"35",32,35,32,NA,2016-01-21 05:00:00,2016-01-22 18:45:00,135900s (~1.57 days),61321.0626288,36575.4306171141,24745.6320116859,2016-01-21 05:00:00,2,0.564502371388158,9.420885245,2016-01-22 01:00:00,21.45109011275,91800s (~1.06 days),0.664953579752688,9.420885245,2016-01-22 01:00:00,2016-01-22 00:30:00,15.46017072925,82800s (~23 hours),2016-01-21 08:45:00,2016-01-22 18:45:00,122400s (~1.42 days),58023.0542943,33322.8730169125,24700.1812773875,4,0.97541264,2016-01-22 08:00:00,0.9,"Q10",13500,25200,25200,83700s (~23.25 hours),38700s (~10.75 hours),21.4429961665,179100s (~2.07 days),0.00753105375,0.250492268,0.00260416675,0.00753105375,0.00753105375,0.00753105375,15.0475960135,159.901420056,135900,1453352400,1453488300,135900,NA,FALSE,FALSE,FALSE
"36",33,36,33,NA,2016-01-23 13:00:00,2016-01-25 00:00:00,126000s (~1.46 days),43135.2593298,38222.9458356674,4912.31349413257,2016-01-23 13:00:00,2,0.0739369056737589,1.729166627,2016-01-23 17:45:00,2.606275925,27000s (~7.5 hours),0.369308735142857,1.729166627,2016-01-23 17:45:00,2016-01-23 17:15:00,2.585161146,24300s (~6.75 hours),2016-01-23 14:30:00,2016-01-25 00:00:00,120600s (~1.4 days),41318.5238766,36476.9045488433,4841.61932775667,6,0.42302089,2016-01-23 18:15:00,0.89,"Q15",5400,1800,1800,13500s (~3.75 hours),107100s (~1.24 days),2.31630108775,63900s (~17.75 hours),0,0.3306873185,0.0083753925,0.0083753925,0.0083753925,0.0083753925,22.04574614325,167.39865477825,126000,1453554000,1453680000,126000,NA,FALSE,TRUE,FALSE
"38",34,38,34,NA,2016-01-26 07:45:00,2016-01-27 22:45:00,140400s (~1.62 days),45786.6195372,36918.6307172126,8867.98881998736,2016-01-26 07:45:00,3,0.36769617943949,2.777316014,2016-01-26 13:30:00,14.432075043,99000s (~1.15 days),0.513990986160714,2.777316014,2016-01-26 13:30:00,2016-01-26 13:30:00,14.3917476125,99900s (~1.16 days),2016-01-26 10:45:00,2016-01-27 22:45:00,129600s (~1.5 days),42954.7252428,34086.7364228126,8867.98881998736,4,0.45388064,2016-01-27 04:00:00,0.892,"Q15",10800,52200,52200,62100s (~17.25 hours),67500s (~18.75 hours),14.23036043075,112500s (~1.3 days),0.20263325475,0.280166719,0.015625,0.015625,0.015625,0.2130499215,24.0623640735,158.09015676025,140400,1453794300,1453934700,140400,NA,FALSE,FALSE,FALSE
"39",35,39,35,NA,2016-01-29 13:15:00,2016-01-30 16:45:00,99000s (~1.15 days),29442.1775337,23390.0785320254,6052.09900167462,2016-01-29 13:15:00,2,0.348203682054054,4.808629115,2016-01-30 00:00:00,9.662652177,76500s (~21.25 hours),0.410377993076087,4.808629115,2016-01-30 00:00:00,2016-01-29 23:15:00,9.43869384075,81900s (~22.75 hours),2016-01-29 19:15:00,2016-01-30 16:45:00,77400s (~21.5 hours),24108.848955,18162.7609660663,5946.08798893368,2,0.602052546,2016-01-30 01:00:00,0.897,"Q15",21600,3600,3600,20700s (~5.75 hours),56700s (~15.75 hours),7.7414918145,136800s (~1.58 days),0.63678202325,0.243944009,0.0063341185,0.0063341185,0.0063341185,0.12524587125,15.27613576175,157.2116504715,99000,1454073300,1454172300,99000,NA,FALSE,FALSE,FALSE
"41",36,41,36,NA,2016-02-01 07:30:00,2016-02-01 18:45:00,40500s (~11.25 hours),7389.8665506,6221.06219269633,1168.80435790367,2016-02-01 07:30:00,2,0.0256925751956522,0.238457551,2016-02-01 15:30:00,0.29546461475,14400s (~4 hours),0.0427120387142857,0.098253141,2016-02-01 10:45:00,2016-02-01 09:00:00,0.1494921355,11700s (~3.25 hours),2016-02-01 13:30:00,2016-02-01 18:45:00,18900s (~5.25 hours),3291.233724,2939.45938014973,351.774343850269,1,0.176517692,2016-02-01 13:45:00,0.826,"Q20",21600,-6300,10800,900s (~15 minutes),18000s (~5 hours),0.1494921355,137700s (~1.59 days),0.4465805815,0.234434422,0.019636398,0.13485377425,0.14182193525,0.16293671475,10.9020513285,135.4769179405,40500,1454311800,1454352300,40500,NA,FALSE,FALSE,FALSE
"43",37,43,37,NA,2016-02-05 16:15:00,2016-02-07 12:45:00,160200s (~1.85 days),65885.3421579,28333.5025764457,37551.8395814542,2016-02-05 16:15:00,6,0.843171917860335,6.993827025,2016-02-06 10:15:00,37.73194332425,117900s (~1.36 days),0.807286710628571,5.390736024,2016-02-05 19:00:00,2016-02-05 19:15:00,7.063758718,38700s (~10.75 hours),2016-02-05 19:45:00,2016-02-07 12:45:00,147600s (~1.71 days),64312.1091387,26806.7621920782,37505.3469466218,4,1.100977289,2016-02-06 11:00:00,0.9,"Q10",12600,2700,57600,54900s (~15.25 hours),92700s (~1.07 days),27.18860369825,334800s (~3.88 days),5.99171150275,0.13192432,0.26717453175,0.39984473025,1.14675196175,1.34642845425,6.44835300525,126.62347998925,160200,1454688900,1454849100,160200,NA,FALSE,FALSE,FALSE
"44",38,44,38,NA,2016-02-07 11:30:00,2016-02-08 12:00:00,88200s (~1.02 days),39501.665856,28473.7294100192,11027.9364459808,2016-02-07 11:30:00,4,0.430397119212121,4.445146243,2016-02-07 21:00:00,10.6523287005,54900s (~15.25 hours),0.60848211815,4.445146243,2016-02-07 21:00:00,2016-02-07 16:15:00,6.0848211815,35100s (~9.75 hours),2016-02-07 14:45:00,2016-02-08 12:00:00,76500s (~21.25 hours),35526.1404024,25087.0860030613,10439.0543993387,2,0.677463456,2016-02-07 22:15:00,0.898,"Q15",11700,4500,4500,27000s (~7.5 hours),49500s (~13.75 hours),6.0848211815,6300s (~1.75 hours),0.50190213025,0.34514192,0.32172289075,1.23410300975,2.73620914975,9.75442257875,41.84125661725,151.8018125235,88200,1454844600,1454932800,88200,NA,FALSE,FALSE,FALSE
"45",39,45,39,NA,2016-02-09 00:00:00,2016-02-09 23:00:00,82800s (~23 hours),30597.4719675,28057.7631432952,2539.70882420478,2016-02-09 00:00:00,2,0.201999727236559,3.21358943,2016-02-09 14:00:00,4.69649365825,43200s (~12 hours),0.3687525226,2.427405735,2016-02-09 02:15:00,2016-02-09 02:15:00,1.843762613,17100s (~4.75 hours),2016-02-09 01:30:00,2016-02-09 23:00:00,77400s (~21.5 hours),28702.1330217,26196.4271368679,2505.70588483215,3,0.444581109,2016-02-09 03:30:00,0.891,"Q15",5400,-37800,4500,7200s (~2 hours),70200s (~19.5 hours),1.6472531725,41400s (~11.5 hours),0.51449291825,0.349517606,0.417647007,0.48640997625,0.53152515025,3.94608888875,49.95633803875,139.974346791,82800,1454976000,1455058800,82800,NA,FALSE,FALSE,FALSE
"46",40,46,40,NA,2016-02-10 06:00:00,2016-02-10 12:15:00,22500s (~6.25 hours),7731.2757339,7670.17072021152,61.1050136884769,2016-02-10 06:00:00,1,0.274332069115385,1.010144651,2016-02-10 11:30:00,1.78315844925,21600s (~6 hours),0.274332069115385,1.010144651,2016-02-10 11:30:00,NA,1.78315844925,22500s (~6.25 hours),2016-02-10 11:15:00,2016-02-10 12:15:00,3600s (~1 hours),1534.8631446,1477.48396127385,57.3791833261469,0,0.348060109,2016-02-10 12:00:00,0.882,"Q15",18900,1800,1800,2700s (~45 minutes),900s (~15 minutes),1.78315844925,23400s (~6.5 hours),0.206013774,0.327858656,0.20833649425,0.20833649425,0.495923756,3.0610675395,54.2982475985,139.823085396,22500,1455084000,1455106500,22500,NA,FALSE,TRUE,FALSE
"47",41,47,41,NA,2016-02-10 12:00:00,2016-02-10 18:00:00,21600s (~6 hours),7555.9455639,7361.92518524713,194.020378652869,2016-02-10 12:00:00,1,0.39028157496,4.623614788,2016-02-10 15:15:00,2.4392598435,14400s (~4 hours),0.39028157496,4.623614788,2016-02-10 15:15:00,2016-02-10 17:30:00,2.4392598435,21600s (~6 hours),2016-02-10 15:30:00,2016-02-10 18:00:00,9000s (~2.5 hours),3361.9645872,3238.4651161664,123.499471033601,0,0.353917246,2016-02-10 16:30:00,0.883,"Q15",12600,4500,4500,3600s (~1 hours),5400s (~1.5 hours),2.11528537375,2700s (~45 minutes),0.13851257975,0.3436863505,1.4439147405,1.78315844925,1.98917222325,4.64081954025,55.3636395485,140.58865818775,21600,1455105600,1455127200,21600,NA,FALSE,TRUE,FALSE
"48",42,48,42,NA,2016-02-10 17:00:00,2016-02-11 04:00:00,39600s (~11 hours),13778.2688985,13173.9674253926,604.301473107424,2016-02-10 17:00:00,1,0.350425853977778,3.682996829,2016-02-10 21:30:00,3.94229085725,27000s (~7.5 hours),0.350425853977778,3.682996829,2016-02-10 21:30:00,2016-02-10 17:30:00,3.94229085725,39600s (~11 hours),2016-02-10 22:15:00,2016-02-11 04:00:00,20700s (~5.75 hours),7600.7489868,7057.77459398285,542.974392817149,1,0.365711831,2016-02-11 00:15:00,0.885,"Q15",18900,9900,9900,7200s (~2 hours),13500s (~3.75 hours),3.558989774,5400s (~1.5 hours),0.375776355,0.336430044,2.30236794775,2.958828248,4.38824377975,4.88500870575,57.47350630475,140.349566578,39600,1455123600,1455163200,39600,NA,FALSE,FALSE,FALSE
"49",43,49,43,NA,2016-02-11 08:15:00,2016-02-11 15:00:00,24300s (~6.75 hours),8419.6323414,8138.5832473047,281.049094095295,2016-02-11 08:15:00,1,0.323386284964286,3.093687157,2016-02-11 09:15:00,2.26370399475,9900s (~2.75 hours),0.5647120645,3.093687157,2016-02-11 09:15:00,2016-02-11 09:00:00,2.258848258,13500s (~3.75 hours),2016-02-11 10:00:00,2016-02-11 15:00:00,18000s (~5 hours),6413.7094308,6133.61022296005,280.099207839949,1,0.353917246,2016-02-11 12:45:00,0.883,"Q15",6300,12600,12600,9900s (~2.75 hours),8100s (~2.25 hours),2.258848258,13500s (~3.75 hours),0.412593578,0.319207171,0.62148979575,0.74149176075,4.12937971775,8.321036588,44.4250452835,142.86294941175,24300,1455178500,1455202800,24300,NA,FALSE,FALSE,FALSE
"50",44,50,44,NA,2016-02-11 23:45:00,2016-02-12 15:45:00,57600s (~16 hours),25631.6513436,18646.2937991565,6985.35754444348,2016-02-11 23:45:00,2,0.953362282969231,6.768012683,2016-02-12 03:45:00,15.49213709825,47700s (~13.25 hours),1.43708665838095,6.768012683,2016-02-12 03:45:00,2016-02-12 04:00:00,15.089409913,36900s (~10.25 hours),2016-02-12 03:30:00,2016-02-12 15:45:00,44100s (~12.25 hours),21497.8979106,14512.5403661565,6985.35754444348,1,0.639917301,2016-02-12 07:30:00,0.898,"Q15",13500,13500,13500,14400s (~4 hours),29700s (~8.25 hours),14.250444507,29700s (~8.25 hours),0.853891506,0.3220584,0.0141466185,0.0330098275,1.3036945325,4.12062656075,30.18913020325,145.667905774,57600,1455234300,1455291900,57600,NA,FALSE,FALSE,FALSE
"51",45,51,45,NA,2016-02-12 13:00:00,2016-02-15 07:45:00,240300s (~2.78 days),116892.1807353,87498.9953328642,29393.1854024358,2016-02-12 13:00:00,6,0.388499714652985,10.25763416,2016-02-13 02:15:00,26.02948088175,125100s (~1.45 days),0.641981862071429,2.878959179,2016-02-12 18:45:00,2016-02-12 18:00:00,4.4938730345,24300s (~6.75 hours),2016-02-12 18:30:00,2016-02-15 07:45:00,220500s (~2.55 days),109691.9940708,80919.1824997314,28772.8115710686,7,1.106909014,2016-02-13 07:45:00,0.9,"Q10",19800,19800,46800,47700s (~13.25 hours),172800s (~2 days),20.18743531175,11700s (~3.25 hours),0.41778929275,0.373142468,0.0075310535,1.7350802085,14.9627923865,15.94872004825,42.184434349,160.35035735025,240300,1455282000,1455522300,240300,NA,FALSE,TRUE,FALSE
"52",46,52,46,NA,2016-02-14 11:30:00,2016-02-15 20:00:00,117000s (~1.35 days),44649.0397539,39992.2769567603,4656.76279713969,2016-02-14 11:30:00,1,0.00225224446564886,0.100504714,2016-02-14 12:30:00,0.07376100625,5400s (~1.5 hours),0.0421491464285714,0.100504714,2016-02-14 12:30:00,2016-02-14 12:15:00,0.07376100625,5400s (~1.5 hours),2016-02-15 08:15:00,2016-02-15 20:00:00,42300s (~11.75 hours),15217.6000788,14150.1083583767,1067.49172042335,2,0.36275339,2016-02-15 08:15:00,0.885,"Q15",74700,71100,71100,0s,42300s (~11.75 hours),0.07376100625,74700s (~20.75 hours),0.07376100625,0.39261264,0.01175274825,0.45163085475,2.58473425125,5.53714462025,55.423420233,176.82267617475,117000,1455449400,1455566400,117000,NA,TRUE,FALSE,FALSE
"53",47,53,47,NA,2016-02-17 02:30:00,2016-02-18 08:00:00,106200s (~1.23 days),38470.5394317,30994.8794913173,7475.65994038268,2016-02-17 02:30:00,2,0.358427604857143,3.397800287,2016-02-17 09:15:00,10.6632212445,45000s (~12.5 hours),0.954077587581395,3.397800287,2016-02-17 09:15:00,2016-02-17 09:00:00,10.2563340665,37800s (~10.5 hours),2016-02-17 05:15:00,2016-02-18 08:00:00,96300s (~1.11 days),35300.1168792,27911.6842867325,7388.43259246754,2,0.56086827,2016-02-17 11:15:00,0.896,"Q15",9900,7200,7200,21600s (~6 hours),74700s (~20.75 hours),9.13091346125,108000s (~1.25 days),0.0101352205,0.324256182,0.017666274,0.017666274,0.0278014945,0.0278014945,40.2153935665,167.719338047,106200,1455676200,1455782400,106200,NA,FALSE,FALSE,FALSE
"54",48,54,48,NA,2016-02-18 08:30:00,2016-02-18 22:00:00,48600s (~13.5 hours),14240.9599164,13019.0145240943,1221.94539230566,2016-02-18 08:30:00,4,0.174791509890909,3.110415181,2016-02-18 09:00:00,2.403383261,15300s (~4.25 hours),1.4531672982,3.110415181,2016-02-18 09:00:00,2016-02-18 09:00:00,1.81645912275,3600s (~1 hours),2016-02-18 09:00:00,2016-02-18 22:00:00,46800s (~13 hours),13736.6598222,12535.2753707128,1201.38445148718,2,0.31636387,2016-02-18 10:45:00,0.875,"Q15",1800,6300,6300,6300s (~1.75 hours),40500s (~11.25 hours),1.81645912275,NA,0,0.280166719,0.004926887,0.004926887,0.399074678,6.767734201,16.520328922,172.35377113625,48600,1455784200,1455832800,48600,NA,FALSE,FALSE,FALSE
"55",49,55,49,NA,2016-02-19 08:30:00,2016-02-20 06:15:00,78300s (~21.75 hours),20934.6279318,19327.5298652094,1607.0980665906,2016-02-19 08:30:00,4,0.023875839875,0.303209121,2016-02-19 16:15:00,0.52526847725,46800s (~13 hours),0.135136272333333,0.203830195,2016-02-19 08:30:00,2016-02-19 08:30:00,0.10135220425,1800s (~30 minutes),2016-02-19 10:15:00,2016-02-20 06:15:00,72000s (~20 hours),19272.2806908,17737.1170962338,1535.16359456621,1,0.27744464,2016-02-19 17:45:00,0.869,"Q15",6300,5400,33300,27000s (~7.5 hours),45000s (~12.5 hours),0.351633651,36000s (~10 hours),0.216569572,0.264311681,0.05095754875,0.0535617155,0.47592844825,2.67091038175,13.4222495475,175.019754631,78300,1455870600,1455948900,78300,NA,FALSE,FALSE,FALSE
"57",50,57,50,NA,2016-02-22 22:00:00,2016-02-23 20:30:00,81000s (~22.5 hours),15560.5655718,14401.284215234,1159.28135656603,2016-02-22 22:00:00,1,0.00206968335164835,0.12725157,2016-02-22 22:15:00,0.04708529625,2700s (~45 minutes),0.0688341185,0.12725157,2016-02-22 22:15:00,2016-02-22 22:00:00,0.03441705925,900s (~15 minutes),2016-02-23 11:00:00,2016-02-23 20:30:00,34200s (~9.5 hours),6601.1009697,6044.1841776082,556.916792091798,1,0.195828,2016-02-23 12:15:00,0.837,"Q20",46800,50400,50400,4500s (~1.25 hours),29700s (~8.25 hours),0.04708529625,227700s (~2.64 days),2.82263836125,0.232634154,0.00260416675,1.71044574275,2.327704394,2.61338954,6.36461162925,154.25757805525,81000,1456178400,1456259400,81000,NA,FALSE,FALSE,FALSE
"59",51,59,51,NA,2016-02-26 10:45:00,2016-02-27 13:00:00,94500s (~1.09 days),45221.9725188,17061.8414675297,28160.1310512703,2016-02-26 10:45:00,1,1.11665952025472,7.12448136,2016-02-26 15:15:00,29.59147728675,63000s (~17.5 hours),1.71514602628986,7.12448136,2016-02-26 15:15:00,2016-02-26 16:00:00,29.5862689535,61200s (~17 hours),2016-02-26 12:00:00,2016-02-27 13:00:00,90000s (~1.04 days),44517.1421934,16359.5950113653,28157.5471820347,1,1.106973031,2016-02-26 19:30:00,0.9,"Q10",4500,15300,15300,27000s (~7.5 hours),63000s (~17.5 hours),25.33089060025,222300s (~2.57 days),0.29983176875,0.15846611,0.0541246075,0.0541246075,0.2038301965,0.2038301965,3.001410379,140.05522942525,94500,1456483500,1456578000,94500,NA,FALSE,FALSE,FALSE
"61",52,61,52,NA,2016-03-01 04:30:00,2016-03-02 11:00:00,109800s (~1.27 days),22922.8844679,19934.7101217495,2988.17434615053,2016-03-01 04:30:00,6,0.131262310097561,1.466213862,2016-03-01 08:30:00,4.0363160355,54900s (~15.25 hours),0.349732048875,1.466213862,2016-03-01 08:30:00,2016-03-01 08:45:00,2.09839229325,20700s (~5.75 hours),2016-03-01 08:15:00,2016-03-02 11:00:00,96300s (~1.11 days),20125.2884715,17337.9094479523,2787.3790235477,2,0.27744464,2016-03-01 10:30:00,0.869,"Q15",13500,7200,7200,8100s (~2.25 hours),88200s (~1.02 days),2.09839229325,226800s (~2.62 days),0.216006686,0.21025167,0.02519732775,0.075591983,0.219455192,0.22642335275,30.11773240825,159.34558699,109800,1456806600,1456916400,109800,NA,FALSE,FALSE,FALSE
"62",53,62,53,NA,2016-03-04 06:15:00,2016-03-05 01:15:00,68400s (~19 hours),11004.6741849,9619.76412669125,1384.91005820875,2016-03-04 06:15:00,3,0.122604280207792,1.456328472,2016-03-04 11:30:00,2.360132394,34200s (~9.5 hours),0.232195312318182,1.456328472,2016-03-04 11:30:00,2016-03-04 08:00:00,1.27707421775,18900s (~5.25 hours),2016-03-04 07:30:00,2016-03-05 01:15:00,63900s (~17.75 hours),10297.9496223,8963.41490384101,1334.53471845899,2,0.170569484,2016-03-04 11:30:00,0.821,"Q20",4500,0,0,14400s (~4 hours),49500s (~13.75 hours),1.27707421775,153900s (~1.78 days),1.79659985175,0.1707733475,0.14907154625,0.15829127775,1.13486007075,1.5880562245,6.1979941195,161.09467149875,68400,1457072100,1457140500,68400,NA,FALSE,FALSE,FALSE
"64",54,64,54,NA,2016-03-08 20:45:00,2016-03-09 21:00:00,87300s (~1.01 days),27947.4148179,10962.8308356689,16984.5839822311,2016-03-08 20:45:00,1,0.81757074277551,4.992973487,2016-03-08 23:45:00,20.030483198,41400s (~11.5 hours),1.74178114765217,4.992973487,2016-03-08 23:45:00,2016-03-09 00:45:00,20.030483198,40500s (~11.25 hours),2016-03-08 20:45:00,2016-03-09 21:00:00,87300s (~1.01 days),27947.4148179,10962.8308356689,16984.5839822311,2,0.744911469,2016-03-09 05:30:00,0.899,"Q15",0,20700,20700,31500s (~8.75 hours),55800s (~15.5 hours),19.3754301265,327600s (~3.79 days),4.09263369925,0.12321947,0.0697496085,0.09466549,0.3289724925,0.55891549875,7.22747482375,123.10483189425,87300,1457469900,1457557200,87300,NA,FALSE,FALSE,FALSE
"65",55,65,55,NA,2016-03-24 09:15:00,2016-03-25 06:15:00,75600s (~21 hours),6096.3228585,5055.72662702095,1040.59623147905,2016-03-24 09:15:00,1,0.396098522552941,2.650051912,2016-03-24 10:30:00,8.41709360425,53100s (~14.75 hours),0.570650413847458,2.650051912,2016-03-24 10:30:00,2016-03-24 14:00:00,8.41709360425,52200s (~14.5 hours),2016-03-24 11:00:00,2016-03-25 06:15:00,69300s (~19.25 hours),5686.0412742,4646.91079154107,1039.13048265894,1,0.09842064,2016-03-25 00:15:00,0.728,"Q30",6300,49500,49500,47700s (~13.25 hours),21600s (~6 hours),8.41709360425,1251900s (~2.07 weeks),0.1183132845,0.09514675,0.01013522025,0.01013522025,0.01013522025,0.01013522025,0.01562499975,62.55192942475,75600,1458810900,1458886500,75600,NA,FALSE,FALSE,FALSE
"66",56,66,56,NA,2016-03-26 07:30:00,2016-03-27 00:00:00,59400s (~16.5 hours),4726.4389038,4079.00523441401,647.433669385994,2016-03-26 07:30:00,4,0.380131915268657,4.424894837,2016-03-26 20:15:00,6.36720958075,35100s (~9.75 hours),0.0542553917142857,0.092624215,2016-03-26 08:45:00,2016-03-26 08:15:00,0.0949469355,5400s (~1.5 hours),2016-03-26 10:00:00,2016-03-27 00:00:00,50400s (~14 hours),4108.5517428,3476.38711088024,632.164631919762,1,0.09514675,2016-03-26 15:15:00,0.722,"Q30",9000,-18000,23400,18900s (~5.25 hours),31500s (~8.75 hours),4.3249610775,89100s (~1.03 days),0.14843750075,0.067623326,0.0237189465,0.1510416675,0.1510416675,0.1510416675,8.56813527175,71.011042291,59400,1458977400,1459036800,59400,NA,FALSE,FALSE,FALSE
"67",57,67,57,NA,2016-03-27 10:15:00,2016-03-28 18:30:00,116100s (~1.34 days),25258.6918611,8992.78512089486,16265.9067402051,2016-03-27 10:15:00,5,0.555695961061538,8.339234432,2016-03-27 19:45:00,18.0601187345,67500s (~18.75 hours),0.353206895166667,1.702729623,2016-03-27 11:45:00,2016-03-27 10:30:00,1.0596206855,9900s (~2.75 hours),2016-03-27 11:30:00,2016-03-28 18:30:00,111600s (~1.29 days),24932.1736692,8686.21961043889,16245.9540587611,1,1.098676984,2016-03-27 21:15:00,0.9,"Q10",4500,5400,34200,35100s (~9.75 hours),76500s (~21.25 hours),13.10839464425,35100s (~9.75 hours),1.90660262875,0.067623326,1.358957586,2.1421034065,2.28019538975,8.4841868085,17.144664849,79.38662728475,116100,1459073700,1459189800,116100,NA,FALSE,FALSE,FALSE
"68",58,68,58,NA,2016-03-29 10:15:00,2016-03-30 02:00:00,56700s (~15.75 hours),5553.7404903,4800.73334829676,753.007142003237,2016-03-29 10:15:00,2,0.3305841948125,3.201838096,2016-03-29 13:30:00,5.289347117,18900s (~5.25 hours),0.9480719427,3.201838096,2016-03-29 13:30:00,2016-03-29 13:00:00,4.7403597135,17100s (~4.75 hours),2016-03-29 13:45:00,2016-03-30 02:00:00,44100s (~12.25 hours),4424.7308139,3719.29301640871,705.437797491287,1,0.121342094,2016-03-29 14:45:00,0.767,"Q25",12600,4500,4500,3600s (~1 hours),40500s (~11.25 hours),4.6877134875,54900s (~15.25 hours),1.25619496675,0.091004275,0.22269340725,0.7695004015,1.10361323875,3.36655662025,35.679799725,69.028835572,56700,1459246500,1459303200,56700,NA,FALSE,FALSE,FALSE
"69",59,69,59,NA,2016-04-01 18:45:00,2016-04-02 20:00:00,90900s (~1.05 days),8790.1543485,7081.00324501413,1709.15110348587,2016-04-01 18:45:00,1,0.383716953627451,1.887383699,2016-04-02 00:15:00,9.7847823175,61200s (~17 hours),0.559130418142857,1.887383699,2016-04-02 00:15:00,2016-04-02 03:30:00,9.7847823175,62100s (~17.25 hours),2016-04-01 22:15:00,2016-04-02 20:00:00,78300s (~21.75 hours),7802.5321359,6129.266788726,1673.265347174,2,0.1270216,2016-04-02 11:45:00,0.775,"Q25",12600,41400,41400,48600s (~13.5 hours),29700s (~8.25 hours),9.77725126375,231300s (~2.68 days),0.400339631,0.0779816695,0.0190735055,0.0190735055,0.028645833,0.028645833,21.23959910425,70.15102427675,90900,1459536300,1459627200,90900,NA,FALSE,FALSE,FALSE
"70",60,70,60,NA,2016-04-03 07:45:00,2016-04-03 21:15:00,48600s (~13.5 hours),4604.662683,4032.74211710537,571.920565894635,2016-04-03 07:45:00,3,0.2030827366,1.683034718,2016-04-03 08:15:00,2.79238762825,18900s (~5.25 hours),0.650821968470588,1.683034718,2016-04-03 08:15:00,2016-04-03 08:45:00,2.765993366,14400s (~4 hours),2016-04-03 09:00:00,2016-04-03 21:15:00,44100s (~12.25 hours),4229.5758957,3663.85892842076,565.716967279244,2,0.10517392,2016-04-03 12:30:00,0.74,"Q30",4500,15300,15300,12600s (~3.5 hours),31500s (~8.75 hours),2.765993366,40500s (~11.25 hours),1.97438207475,0.0856991025,0.0682712245,0.5043639975,2.0154858475,5.04216787275,17.489954913,79.943189036,48600,1459669500,1459718100,48600,NA,FALSE,FALSE,FALSE
"71",61,71,61,NA,2016-04-10 17:30:00,2016-04-11 05:30:00,43200s (~12 hours),3540.4985628,2946.07203124867,594.426531551334,2016-04-10 17:30:00,1,0.411511063714286,6.24741329,2016-04-10 20:15:00,5.0410105305,13500s (~3.75 hours),1.18612012482353,6.24741329,2016-04-10 20:15:00,2016-04-10 19:30:00,5.0410105305,14400s (~4 hours),2016-04-10 19:30:00,2016-04-11 05:30:00,36000s (~10 hours),3044.2990248,2459.14854459269,585.15048020731,1,0.10517392,2016-04-10 21:45:00,0.74,"Q30",7200,5400,5400,8100s (~2.25 hours),27900s (~7.75 hours),5.0410105305,589500s (~6.82 days),14.65479999275,0.07422032,0.06250000125,1.8046194775,3.13760021475,6.63028576575,13.146291767,71.2166026165,43200,1460309400,1460352600,43200,NA,FALSE,FALSE,FALSE
